misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss,pred_accuracy
2700,972360,398,-0.3368285,0.8055965185165406,-0.005438816919922829,0.07413044944405556,0.0
2720,979560,398,-0.23368232,0.33604847490787504,-0.006439906544983387,0.151222874969244,0.0
2740,986760,398,0.08812312000000004,0.33453949391841886,-0.0031429741531610487,0.11795128211379051,0.0
2760,993960,398,-0.29452027000000003,0.6635976374149323,-0.00444532223045826,0.167005680128932,0.0
2780,1001160,398,-0.6133500699999999,0.4639629483222961,-0.005004746094346047,0.05634323675185442,0.0
2800,1008360,398,-0.49568179,0.7285272598266601,-0.0056800320744514465,0.20085658244788646,0.0
2820,1015560,398,-0.7431782399999999,0.5790070712566375,-0.0029205750674009324,0.05035878010094166,0.0
2840,1022760,398,-1.08914107,0.7116162061691285,-0.007359012123197317,0.04133408199995756,0.0
2860,1029960,398,-1.35784716,0.9112358868122101,-6.179958581924439e-05,0.02017737217247486,0.0
2880,1037160,398,-1.68099688,0.8177615702152252,-0.004581927880644798,0.008434977172873915,0.0
2900,1044360,399,-2.02167999,0.9739040255546569,-0.0013753578066825866,0.028555887890979646,0.0
2920,1051560,399,-2.3730453299999996,0.799196594953537,-0.000461500883102417,0.0035648035001941024,0.0
2940,1058760,399,-2.1960331500000003,0.726035863161087,-0.004875353933311999,0.06274275109171867,0.0
2960,1065960,399,-1.4031660299999995,0.6905065894126892,-0.003703382611274719,0.06201112661510706,0.0
2980,1073160,399,-0.4525271500000001,0.6594788610935212,-0.004381305724382401,0.03844592869281769,0.0
3000,1080360,399,-0.13307907999999988,0.5760659337043762,-0.0021927230060100555,0.032518415711820126,0.0
3020,1087560,399,-0.3429872399999999,0.3347389668226242,-0.0037433730671182276,0.031568152573890985,0.0
3040,1094760,399,-0.1257496799999999,0.37118791341781615,-0.0012914156541228294,0.08676832988858223,0.0
3060,1101960,399,-0.17449872,0.3190868407487869,-0.000543359573930502,0.05867985133081675,0.0
3080,1109160,399,-0.5728444399999999,0.2927414834499359,-0.0008234234526753425,0.155387045443058,0.0
3100,1116360,399,0.14578949000000002,0.33081306517124176,0.00025374293327331545,0.14686043113470076,0.0
3120,1123560,399,-0.32238325,0.2406088590621948,-0.00012612342834472656,0.08645210340619087,0.0
3140,1130760,399,-0.4395824599999999,0.5166828960180283,-0.00040337219834327696,0.04443555343896151,0.0
3160,1137960,399,-0.34773050999999994,0.477317550778389,-0.004982373863458634,0.06642029397189617,0.0
3180,1145160,399,-0.46667732000000006,0.5291585952043534,-0.00262734517455101,0.07369160577654839,0.0
3200,1152360,399,-0.7891046899999999,0.5519691526889801,-0.001791946217417717,0.0680175805464387,0.0
3220,1159560,399,-0.9028593599999998,0.7792437553405762,-0.008466242253780365,0.030787170678377152,0.0
3240,1166760,399,-0.7602131800000003,0.8902659356594086,-0.010562697448767722,0.0035088403790723534,0.0
3260,1173960,399,-1.22566252,0.9902121722698212,-0.007092072814702988,0.03240963816642761,0.0
3280,1181160,399,-1.4729352500000001,0.8371643960475922,-0.01040078029036522,0.04045304721221328,0.0
3300,1188360,399,-1.3460933499999999,0.8945998132228852,-0.008521253615617752,0.0073687001829966904,0.0
3320,1195560,399,-0.9085598300000001,0.666394117474556,-0.003198232501745224,0.0999750173650682,0.0
3340,1202760,399,-0.7201123899999999,0.665934020280838,-0.002429129020310938,0.05605427110567689,0.0
3360,1209960,399,-0.969186,0.8670146822929382,-0.005315940454602241,0.10927654164843262,0.0
3380,1217160,399,-1.00130184,0.8374721705913544,-0.007277077063918114,0.28108405582606794,0.0
3400,1224360,400,-0.9600493600000002,0.8217656910419464,-0.00790461227297783,0.018257964123040437,0.0
3420,1231560,400,-0.9374471700000002,0.8991561949253082,-0.0075750529766082765,0.1117591205984354,0.0
3440,1238760,400,-0.82526311,0.8996846854686738,-0.005783074721693993,0.009001720091328025,0.0
3460,1245960,400,-0.92895873,0.6663336396217346,-0.001160132884979248,0.037180808023549616,0.0
3480,1253160,400,-1.1886540500000002,0.36410274505615237,-0.009060636907815934,0.17384057827293872,0.0
3500,1260360,400,-0.37808337999999997,0.45563468933105467,-0.004531669989228248,0.14737326055765151,0.0
3520,1267560,400,-0.40356829000000005,0.609227854013443,-0.005078461050288752,0.024347876105457543,0.0
3540,1274760,400,-0.8906704500000001,0.6870407462120056,-0.007669283449649811,0.02930821254849434,0.0
3560,1281960,400,-1.48065086,0.7152360022068024,-0.0019238665699958801,0.062410666584037246,0.0
3580,1289160,400,-1.02645607,0.6733569502830505,-0.008094548434019088,0.08274085335433483,0.0
3600,1296360,400,-0.3901666399999999,0.5998003363609314,-0.004369952529668808,0.09225640222430229,0.0
3620,1303560,400,-0.24530615,0.6449665546417236,-0.006594807654619217,0.08759555444121361,0.0
3640,1310760,400,0.03064183999999998,0.7200832724571228,0.0015822775661945344,0.12642903104424477,0.0
3660,1317960,400,-0.06915801000000003,0.6164465457201004,-0.012349074333906173,0.0368516655638814,0.0
3680,1325160,400,0.07611065000000007,0.5948853641748428,-0.0070027957088314,0.09919728906825184,0.0
3700,1332360,400,-0.16121195999999993,0.6840474724769592,-0.013861745595932007,0.19709275513887406,0.0
3720,1339560,400,-0.9694068400000002,0.6878091752529144,-0.006805797107517719,0.11047161445021629,0.0
3740,1346760,400,-0.40799224,0.7320006787776947,-0.006840509921312332,0.0897429645061493,0.0
3760,1353960,400,-0.31823275999999995,0.8155723750591278,-0.012371532618999481,0.014294101588893682,0.0
3780,1361160,400,-0.34047278999999997,0.8262498080730438,-0.011109132319688797,0.09983551651239395,0.0
3800,1368360,401,-1.0026768499999998,0.8644786596298217,-0.008351283520460129,0.07576558515429496,0.0
3820,1375560,401,-0.9254344999999999,0.6623315215110779,-0.004102117195725441,0.09210539981722832,0.0
3840,1382760,400,-0.50826672,0.7549667716026306,-0.008716357499361038,0.07324276342988015,0.0
3860,1389960,400,-0.14123564,0.5358296036720276,-0.0037969499826431274,0.07635138146579265,0.0
3880,1397160,401,-0.28084038,0.5796963810920716,-0.008070153184235096,0.03131636912003159,0.0
3900,1404360,401,-0.40201032999999997,0.43227633833885193,-0.002406938374042511,0.054948515305295584,0.0
3920,1411560,401,-0.8393801900000001,0.4015857368707657,-0.001167501136660576,0.008307285234332084,0.0
3940,1418760,401,-1.6799551000000001,0.8368472993373871,-0.005286658694967627,0.003754033660516143,0.0
3960,1425960,401,-2.06207124,0.7808473229408264,-0.010058643855154514,0.004147309344261885,0.0
3980,1433160,401,-2.08549408,0.8885167360305786,-0.01030987750273198,0.05019557699561119,0.0
4000,1440360,401,-1.8542123100000003,0.9735227048397064,0.002232646569609642,0.019184179336298256,0.0
4020,1447560,401,-1.42385554,0.8483981430530548,-0.007647057622671127,0.06584194228053093,0.0
4040,1454760,401,-1.04089969,0.7745330333709717,-0.005120246484875679,0.05013301800936461,0.0
4060,1461960,401,-0.51714291,0.6495232522487641,-0.009085898892953992,0.06310247927904129,0.0
4080,1469160,401,-0.26948808,0.8857647776603699,-0.00917111411690712,0.016834245063364506,0.0
4100,1476360,401,-0.6437624599999999,0.6769262552261353,0.00022688303142786025,0.17242482248693705,0.0
4120,1483560,401,-0.6078719300000001,0.6671641349792481,-0.00964503437280655,0.035010252892971036,0.0
4140,1490760,401,-0.61531332,0.7755980432033539,-0.006120393425226212,0.11491938531398774,0.0
4160,1497960,401,-0.9427499500000001,0.543644317984581,-0.0043530136346817015,0.18504210896790027,0.0
4180,1505160,401,0.10709102000000001,0.5182019472122192,-0.0073013011366128925,0.1962483137845993,0.0
4200,1512360,401,0.04417929999999995,0.7795827865600586,-0.006703107431530952,0.09722957257181405,0.0
4220,1519560,401,-0.6991674700000001,0.5826066613197327,-0.007463053613901138,0.10300096161663533,0.0
4240,1526760,401,-0.69388251,0.6983518302440643,-0.007564207166433334,0.08509422708302736,0.0
4260,1533960,401,-0.4005271500000001,0.530037197470665,-0.006473416090011596,0.024048914574086665,0.0
4280,1541160,401,0.051131860000000036,0.586804723739624,-0.004738850891590119,0.11937285140156746,0.0
4300,1548360,401,-0.044861709999999985,0.5757535010576248,-0.00415492057800293,0.13386400919407607,0.0
4320,1555560,401,-0.40548466,0.8173708975315094,0.000925908237695694,0.06772607155144214,0.0
4340,1562760,401,-1.17618088,0.7762444853782654,-0.005954024940729141,0.06914767697453499,0.0
4360,1569960,401,-1.28716948,0.7654944896697998,-0.007926646620035172,0.07054504454135894,0.0
4380,1577160,401,-0.80650578,0.8853424370288849,-0.0044294089078903195,0.045343314111232755,0.0
4400,1584360,401,-1.10151602,0.8039856731891633,-0.011774858366698027,0.05655401702970266,0.0
4420,1591560,401,-1.40534653,0.7115935504436492,-0.004779142141342163,0.019257346354424953,0.0
4440,1598760,401,-1.5906983199999996,0.7627487897872924,-0.00888782273977995,0.053585703298449514,0.0
4460,1605960,401,-1.4518148799999997,0.6693529427051544,0.00325114531442523,0.11223320765420794,0.0
4480,1613160,401,-0.8394957499999998,0.6467932045459748,-0.01073916107416153,0.04569482048973441,0.0
4500,1620360,401,-0.8524112799999999,0.7628594219684601,-2.617165446281433e-05,0.10198039673268795,0.0
4520,1627560,401,-0.42298473999999997,0.8477666676044464,-0.0018098540604114532,0.12307055052369834,0.0
4540,1634760,401,-0.11037951000000003,0.9131527423858643,-0.013230998255312442,0.07899361178278923,0.0
4560,1641960,401,-0.26078401999999995,0.7646581649780273,-0.005939903855323792,0.10829840376973152,0.0
4580,1649160,401,-0.24048181999999996,0.8109304547309876,-0.007502314448356628,0.06164945103228092,0.0
4600,1656360,401,-0.29525326,0.8553165555000305,-0.008089541643857955,0.08790580630302429,0.0
4620,1663560,402,-0.5657686000000001,0.6914976239204407,-0.0066777333617210385,0.09347349554300308,0.0
4640,1670760,402,-0.4936414399999999,0.5191340893507004,-0.0049222283065319065,0.1350864137057215,0.0
4660,1677960,402,-0.6227848499999998,0.7224456250667572,-0.012358384858816861,0.05512805450707674,0.0
4680,1685160,402,-0.6387665,0.591984185576439,-0.00548213142901659,0.09263615123927593,0.0
4700,1692360,402,-1.1034662,0.6131918549537658,-0.007456852495670319,0.11181696308776737,0.0
4720,1699560,402,-1.5196459999999998,0.986478590965271,-0.008295019692741334,0.05762562500312925,0.0
4740,1706760,402,-1.2764534900000002,0.8524972975254059,-0.0017111928318627179,0.1029466764535755,0.0
4760,1713960,402,-0.51533568,0.5785613596439362,-0.006668328866362571,0.07770336344838143,0.0
4780,1721160,402,0.08536849000000002,0.9153856456279754,-0.008402407541871071,0.02551500601693988,0.0
4800,1728360,402,-0.4142969099999999,0.7126348435878753,-0.006461196392774582,0.12609011456370353,0.0
4820,1735560,401,-0.81528569,0.951520562171936,-0.0032975973095744847,0.23912195004522802,0.0
4840,1742760,401,-0.91218876,1.0060174465179443,-0.0024825048632919787,0.05780696906149387,0.0
4860,1749960,402,-1.42291209,0.6424493938684464,-0.008083409909158946,0.14691972807049752,0.0
4880,1757160,402,-1.17447575,0.5440613120794296,-0.00875007761642337,0.06659948714077472,0.0
4900,1764360,402,-0.9260729399999998,0.8398950338363648,-0.0033143617212772368,0.11694142147898674,0.0
4920,1771560,402,-0.95574452,0.5968677163124084,-0.00434446893632412,0.03926478829234838,0.0
4940,1778760,402,-0.7323944399999999,0.48111550211906434,-0.0042065511457622055,0.024709717277437447,0.0
4960,1785960,402,-0.6520847399999999,0.6496559023857117,-0.004968249425292015,0.06739384746178985,0.0
4980,1793160,401,-0.08139875999999996,0.5742512762546539,-0.006862091273069382,0.09494830444455146,0.0
5000,1800360,401,-0.11271229999999999,0.8425565481185913,-0.0085946012288332,0.06758749410510063,0.0
5020,1807560,401,-0.68182899,0.8628212213516235,-0.007263737916946411,0.06779013313353062,0.0
5040,1814760,401,-1.19664617,0.9182769954204559,-0.0034948743879795073,0.09135050633922219,0.0
5060,1821960,401,-1.39770527,0.8380310356616973,0.001016940176486969,0.026885740971192718,0.0
5080,1829160,401,-1.02568533,0.7775811910629272,-0.0125824935734272,0.05146029256284237,0.0
5100,1836360,401,-1.2107061099999998,0.904111248254776,-0.0027491599321365356,0.04679000452160835,0.0
5120,1843560,401,-0.91361179,0.9408409595489502,-0.005288961529731751,0.02945660250261426,0.0
5140,1850760,401,-0.8317063299999999,0.9205808043479919,-0.009130812156945467,0.19282485991716386,0.0
5160,1857960,401,-0.7558273299999999,0.8578908920288086,-0.003671584092080593,0.07363360673189163,0.0
5180,1865160,401,-1.2051798200000001,0.7499042510986328,-0.007686688005924225,0.055042485170997676,0.0
5200,1872360,401,-1.18107388,0.87882000207901,-0.007708646357059479,0.20926736444234847,0.0
5220,1879560,401,-0.9818089800000002,0.7346348583698272,-0.006208022870123386,0.056913191452622414,0.0
5240,1886760,401,-0.8940193099999999,0.7066487967967987,-0.007381701469421386,0.07691254690289498,0.0
5260,1893960,401,-0.45772355999999986,0.9049987614154815,-0.012897472083568572,0.06383583499118686,0.0
5280,1901160,401,-0.8811569499999998,0.638084065914154,-0.006079749763011932,0.012819805415347219,0.0
5300,1908360,401,-0.9286722999999998,0.7176727652549744,-0.0047548476606607435,0.16325147598981857,0.0
5320,1915560,401,-0.35849878,0.5979941546916961,-0.0074851177632808685,0.03859071377664804,0.0
5340,1922760,401,-0.6375912499999999,0.8168423593044281,-0.010033153370022774,0.014881030190736055,0.0
5360,1929960,401,-0.30246730000000005,0.8067824959754943,-0.0030775993131101132,0.07235149312764406,0.0
5380,1937160,401,-0.71608784,0.8130662262439727,-0.003777045011520386,0.02301337495446205,0.0
5400,1944360,401,-1.3420489199999996,0.8927858412265778,-0.005660472437739372,0.010888500697910785,0.0
5420,1951560,401,-1.38242602,0.818843400478363,-0.0102414614520967,0.03942286255769432,0.0
5440,1958760,401,-0.7362932700000002,0.8335179328918457,-0.005480540869757533,0.01049855783348903,0.0
5460,1965960,401,-0.9611628700000001,0.8686640441417695,-0.003983393311500549,0.050564737431705,0.0
5480,1973160,401,-0.88376818,0.9836226582527161,-0.004617695882916451,0.029326141439378263,0.0
5500,1980360,401,-1.1082126599999997,0.6635759770870209,-0.00610500454204157,0.055949373729527,0.0
5520,1987560,401,-0.8075007699999999,0.6627548575401306,-0.004386935383081436,0.04321842873468995,0.0
5540,1994760,401,-0.47932077000000006,0.8598917245864868,-0.004684613645076751,0.16404166193678976,0.0
