misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss,pred_accuracy
620,223560,404,-1.3209837000000002,0.6525761187076569,-0.0006462704855948687,0.0825968075543642,0.0
640,230760,404,-0.62107524,0.8381629645824432,-0.003284473717212677,0.0294003545306623,0.0
660,237960,405,-0.13792195000000002,0.34511023163795473,-0.002148253470659256,0.2591552734375,0.0
680,245160,405,-0.11439548000000009,0.7181251823902131,-0.0001248624175786972,0.15695108184590936,0.0
700,252360,406,-0.4624478800000001,0.7555134057998657,-0.000477314367890358,0.18546023219823837,0.0
720,259560,406,-0.76482053,1.0088450253009795,-0.00041689276695251466,0.039710203011054546,0.0
740,266760,407,-1.21156175,0.9489436149597168,-0.001361306756734848,0.02988161100074649,0.0
760,273960,407,-1.3598913100000005,0.806786060333252,-0.00015325471758842468,0.13395982272922993,0.0
780,281160,407,-0.7275465000000001,0.7107061386108399,0.00035941377282142637,0.067664953507483,0.0
800,288360,407,-1.1843485599999999,0.5868432641029357,-0.0026373967528343202,0.07160757724195718,0.0
820,295560,407,-0.8927890700000001,0.8092244088649749,-0.005114445675280877,0.03501761201769114,0.0
840,302760,407,-0.71069812,0.6040283471345902,4.602670669555664e-05,0.11965417535975575,0.0
860,309960,407,-0.53470677,0.5340363085269928,-0.002001284062862396,0.18515276312828063,0.0
880,317160,407,-0.7239938100000001,0.5213509261608124,-0.0006753861904144287,0.20830100402235985,0.0
900,324360,408,-0.12027364000000001,0.8650578260421753,-0.007379171252250671,0.04699613144621253,0.0
920,331560,407,-1.0116470499999999,0.891228187084198,-0.0005682200193405151,0.06754864938557148,0.0
940,338760,408,-1.19076558,0.797211092710495,-0.004360046237707138,0.017116754490416497,0.0
960,345960,408,-1.36735844,0.8343478739261627,-0.0019444271922111512,0.017911865885253064,0.0
980,353160,408,-1.61917269,0.865727037191391,-0.0006371587514877319,0.05815815012902022,0.0
1000,360360,408,-1.41419449,0.7937630236148834,-0.005228901281952858,0.129009891487658,0.0
1020,367560,409,-1.2376428800000001,0.7040920794010163,-0.0003464624285697937,0.046586663089692594,0.0
1040,374760,409,-0.9563862699999998,0.9656026184558868,-0.0024725604802370072,0.04150830479338765,0.0
1060,381960,409,-0.9913964799999998,0.5627864509820938,-0.005407515203114599,0.2346589483320713,0.0
1080,389160,409,-0.15845936000000002,0.7759278297424317,-0.0027013108134269713,0.09575952403247356,0.0
1100,396360,409,-0.6172698000000001,0.8728436946868896,-0.0034106515347957613,0.039729715790599585,0.0
1120,403560,409,-1.1752794800000002,0.25692339837551115,-0.00027227774262428284,0.1446506805717945,0.0
1140,410760,409,-0.6694940200000002,0.2575188308954239,-0.00021065426990389823,0.07732681520283222,0.0
1160,417960,409,-1.05295419,0.6992810904979706,-0.0004950478672981262,0.07640573929529637,0.0
1180,425160,409,-0.754923,0.7025901913642884,-0.0014878332614898682,0.14734875801950692,0.0
1200,432360,409,-1.01278279,0.7897965967655182,-0.0027269408106803893,0.0979448969475925,0.0
1220,439560,409,-1.13455917,0.7648826479911804,-0.0008001513779163361,0.06731327660381795,0.0
1240,446760,409,-0.7323895099999997,0.5418479532003403,-0.0006642162799835206,0.13054312933236362,0.0
1260,453960,409,-0.8980524000000001,0.652314406633377,-0.0003903031349182129,0.17665494941174983,0.0
1280,461160,409,-0.85333239,0.7161838471889496,3.827661275863647e-05,0.08577727377414704,0.0
1300,468360,409,-0.5380321900000001,0.6746505439281464,-0.0052684396505355835,0.07498531518504023,0.0
1320,475560,409,-0.37064727,0.8508537471294403,-0.002478832006454468,0.1307376626878977,0.0
1340,482760,409,-0.7790184100000002,0.7101839005947113,-0.0038935311138629915,0.03002859465777874,0.0
1360,489960,409,-1.3058697699999997,0.8303418219089508,-0.0013369351625442504,0.18396933637559415,0.0
1380,497160,409,-1.29124768,0.7791702330112458,-0.008039643988013268,0.0606207886710763,0.0
1400,504360,409,-1.11458504,0.692269241809845,-0.000616361852735281,0.13017422622069716,0.0
1420,511560,409,-1.4740423100000002,0.8101773679256439,-0.0017389200627803802,0.03381973516661674,0.0
1440,518760,409,-1.6693723300000003,0.7095434427261352,-0.00102597177028656,0.02482855887210462,0.0
1460,525960,410,-1.22714834,0.8868459939956665,-0.00190763920545578,0.037949313595891,0.0
1480,533160,410,-1.06598569,0.7520341873168945,-0.0008148223161697388,0.17004878148436547,0.0
1500,540360,409,-0.7435378300000002,0.41248278319835663,-0.001596660166978836,0.09657863527536392,0.0
1520,547560,409,-0.48528599000000017,0.7597303688526154,-0.0032114669680595397,0.07903407886624336,0.0
1540,554760,409,-0.6650907699999999,0.9318202793598175,-0.000552377849817276,0.011049993266351522,0.0
1560,561960,409,-0.9534023800000001,0.9449244022369385,-0.001410193368792534,0.0634269181638956,0.0
1580,569160,409,-0.5646418400000001,0.6919705510139466,-0.0010587992146611214,0.15982847064733505,0.0
1600,576360,409,-0.42491941,0.806956273317337,-0.003009583055973053,0.12103139851242303,0.0
1620,583560,409,-0.58354697,1.00227889418602,-0.004757405817508697,0.030497579462826253,0.0
1640,590760,409,-1.30743908,0.865627133846283,-0.0011538058519363404,0.03423635177314281,0.0
1660,597960,409,-1.32442418,0.784756600856781,-0.0034788370132446287,0.08985801320523024,0.0
1680,605160,410,-0.9021220200000001,1.01354478597641,-0.0035949908196926117,0.014906392781995237,0.0
1700,612360,410,-0.9583166799999999,0.81052725315094,-0.0009143203496932983,0.02636738708242774,0.0
1720,619560,410,-1.00541488,0.9291405200958252,-0.009806508757174015,0.026049613067880274,0.0
1740,626760,410,-1.09979649,0.6272478818893432,-0.0012454614043235779,0.12122514694929123,0.0
1760,633960,409,-0.53735696,0.6366033136844635,-0.002940976060926914,0.07928295731544495,0.0
1780,641160,409,-0.34842225,0.6923330426216125,-0.0032929159700870515,0.018283891957253218,0.0
1800,648360,410,-1.1014158,0.8180732190608978,-0.0005669573321938515,0.08343033529818059,0.0
1820,655560,410,-1.2351316300000001,0.7535351872444153,-0.001601865515112877,0.08102322593331338,0.0
1840,662760,410,-0.9545342000000001,0.721126276254654,-0.0012756968382745982,0.0888648887630552,0.0
1860,669960,410,-1.12099268,0.7466074168682099,-0.0002908237278461456,0.1979249534662813,0.0
1880,677160,410,-1.4065103199999998,0.8664317071437836,-0.003676672838628292,0.07669090125709772,0.0
1900,684360,410,-0.9502817000000001,0.9196189522743226,-0.0015267878770828247,0.03338236091658473,0.0
1920,691560,410,-0.4718875500000001,0.9113921880722046,-0.0013412505388259888,0.1116660020663403,0.0
1940,698760,410,-0.9755769500000001,0.7092482030391694,-0.0004968203604221344,0.13868447598069905,0.0
1960,705960,410,-0.95656018,0.9691020846366882,-0.0009544797241687775,0.013673851324710995,0.0
1980,713160,410,-0.8909868200000001,0.914579439163208,-0.005410857312381267,0.024560037534683943,0.0
2000,720360,410,-1.4147466400000004,0.991830337047577,-0.003771631419658661,0.007994120963849128,0.0
2020,727560,410,-1.8573588099999998,0.8108185827732086,-0.0025958359241485597,0.162985971942544,0.0
2040,734760,410,-1.0919989200000002,0.7984488189220429,-0.008413370879134163,0.072878663148731,0.0
2060,741960,410,-0.20363116999999994,0.38151510506868364,-0.003386714309453964,0.3035603925585747,0.0
2080,749160,410,-0.08072077000000007,0.6557072222232818,-0.0007862902013584972,0.025300318375229836,0.0
2100,756360,410,-0.9186309399999999,0.8755713760852813,-0.0038827689364552497,0.043341439496725795,0.0
2120,763560,410,-0.8808990500000001,0.901286381483078,-0.005680610565468669,0.02840263759717345,0.0
2140,770760,410,-0.22502133000000002,0.9866246283054352,-0.00331695806235075,0.016573000606149434,0.0
2160,777960,410,-0.6620684000000001,0.8440342903137207,-0.004986213735537604,0.005715374584542588,0.0
2180,785160,410,-1.16234763,0.5482245624065399,6.695389747619629e-05,0.07529906858690083,0.0
2200,792360,410,-1.5361031199999997,0.5425394266843796,-0.0028776615858078004,0.13015630133450032,0.0
2220,799560,410,-1.29647278,0.7331760883331299,-0.0036324337124824524,0.040732022188603875,0.0
2240,806760,410,-1.3031661300000001,0.796325957775116,-0.0035919315181672574,0.005034920526668429,0.0
2260,813960,410,-1.25785296,0.840077817440033,-0.003471355093643069,0.26254469379782674,0.0
2280,821160,409,-0.19082691000000004,0.847527664899826,-0.0017299972474575042,0.09701263457536698,0.0
2300,828360,409,-0.42662375000000013,0.8247513175010681,-0.0015437841415405274,0.09041813742369413,0.0
2320,835560,410,-0.7388070400000001,0.7356967270374298,-0.006098383478820324,0.3027543991804123,0.0
2340,842760,409,-0.20289728000000004,0.518411499261856,-0.004344522953033447,0.15513066947460175,0.0
2360,849960,409,-0.1410928,0.7969379723072052,-0.0005202814936637878,0.13834566734731196,0.0
2380,857160,409,-0.6692409199999999,0.46768846809864045,-0.0021469231694936754,0.13796848058700562,0.0
2400,864360,409,-0.003915699999999953,0.46316943764686586,-0.00017469562590122223,0.15423061996698378,0.0
2420,871560,409,-0.58746008,0.8261038661003113,-0.004544830322265625,0.04215631168335676,0.0
2440,878760,409,-0.6492476699999998,0.9026006519794464,-0.0032453425228595734,0.04080741861835122,0.0
2460,885960,410,-0.6223856400000001,0.8457876026630402,-0.0014185072854161263,0.09572851955890656,0.0
2480,893160,410,-1.0712228599999998,0.6963514268398285,-0.001806792989373207,0.047207676246762274,0.0
2500,900360,410,-0.4269856800000001,0.6473452746868134,-0.0003042474389076233,0.1610105648636818,0.0
2520,907560,410,-0.17722145,0.7370986819267273,-0.0004436999559402466,0.11942021081922576,0.0
2540,914760,410,-0.7571346299999999,0.9343871891498565,-0.0007889151573181152,0.14421981242485343,0.0
2560,921960,410,-0.6120160599999999,1.0049796462059022,-0.004412037134170532,0.06457849624566733,0.0
2580,929160,410,-0.51886374,0.7174351751804352,-0.004049422591924668,0.06319369915872812,0.0
2600,936360,410,-0.8206469700000001,1.0490204095840454,-0.002184463292360306,0.004954489693045616,0.0
2620,943560,410,-1.03860046,0.8076007485389709,-9.480565786361695e-05,0.0527754777460359,0.0
2640,950760,410,-0.46518362999999996,0.6487522542476654,-0.002165612950921059,0.11605243012309074,0.0
2660,957960,410,-0.6352434199999999,0.8149737119674683,-0.00043631843291223047,0.07786172232590616,0.0
2680,965160,410,-1.04037629,0.7087558805942535,-0.00010549575090408325,0.06952198562212289,0.0
2700,972360,410,-1.17341653,0.9241688489913941,-0.00291655957698822,0.1380667376331985,0.0
2720,979560,409,-1.04623881,0.8418032824993134,-0.0014219969511032105,0.0551603838801384,0.0
2740,986760,410,-0.45692289,0.8369790196418763,-0.0015028223395347595,0.11738653965294361,0.0
2760,993960,410,-0.42538348,0.8458485901355743,-0.002245345851406455,0.06367577873170376,0.0
2780,1001160,410,-0.6734018700000002,0.9873679757118226,-0.004193951934576034,0.014248370425775647,0.0
2800,1008360,410,-1.01391421,0.9752448201179504,-0.006036065146327018,0.030140910390764476,0.0
2820,1015560,410,-1.52142606,0.6987792551517487,0.0021143597550690174,0.1671862842515111,0.0
2840,1022760,410,-1.04709463,0.5732132107019424,-0.0006428170949220657,0.16737513095140458,0.0
2860,1029960,410,-0.5917336,0.8228912711143493,-0.0018171370029449463,0.025718578044325112,0.0
2880,1037160,410,-0.7745793499999998,0.7724685549736023,-0.008836060855537653,0.015784793114289642,0.0
2900,1044360,410,-0.76590858,0.7723255932331086,-0.0014370013028383254,0.16686276001855732,0.0
2920,1051560,410,-0.7604856400000002,0.42279838025569916,-0.0019038365688174963,0.022687470261007547,0.0
2940,1058760,410,-1.02681228,0.5423770904541015,-0.001445478852838278,0.07120399512350559,0.0
2960,1065960,410,-1.1994939599999999,0.7201414942741394,0.001135757938027382,0.13877444313839077,0.0
2980,1073160,410,-0.8914428099999999,0.6345568299293518,-0.0037888899445533753,0.06023281654343009,0.0
3000,1080360,410,-0.7950732899999998,0.5685266792774201,0.00027893166989088056,0.16861627465113999,0.0
3020,1087560,410,-1.1702179700000002,0.7056709110736847,-6.316741928458214e-05,0.05015175361186266,0.0
3040,1094760,410,-1.7196269700000002,0.7110020458698273,0.0016012398526072502,0.08479722067713738,0.0
3060,1101960,409,-1.2480713099999998,0.6873751699924469,-0.00022188369184732436,0.07749596256762743,0.0
3080,1109160,409,-0.7114422599999999,0.778141975402832,-0.0029988568276166916,0.10883789919316769,0.0
3100,1116360,409,-1.07520863,0.9326689958572387,-0.003055634722113609,0.004857282969169319,0.0
3120,1123560,409,-1.0909846300000001,0.8759652078151703,0.0016185924410820006,0.06561386012472212,0.0
3140,1130760,409,-0.9049039300000001,0.8751640498638154,-0.005159508436918259,0.0669098861515522,0.0
3160,1137960,409,-0.7005722700000001,0.9085456311702729,-0.0013404704630374908,0.01355770523659885,0.0
3180,1145160,410,-1.16106909,0.6799665570259095,-0.010657549649477006,0.13271710716653615,0.0
3200,1152360,410,-1.38276621,1.0014036118984222,-0.0030519459396600723,0.0015709592087659984,0.0
3220,1159560,410,-1.8640300700000003,0.9010779857635498,-0.002033546566963196,0.1611329022794962,0.0
3240,1166760,410,-1.09185107,0.8085300981998443,-0.002604737877845764,0.05113018369302154,0.0
3260,1173960,410,-0.33425016,0.3993438810110092,-0.0005938049405813217,0.22542705684900283,0.0
3280,1181160,410,0.049946480000000036,0.3141401454806328,-0.001028723269701004,0.16242063865065576,0.0
3300,1188360,409,0.17337109999999994,0.5727306067943573,1.0313093662261963e-05,0.1888124614953995,0.0
3320,1195560,410,0.024952560000000013,0.7710965156555176,-0.0033165097236633303,0.09485873831436038,0.0
3340,1202760,409,-0.35733500000000007,0.9626601159572601,0.0012483954429626464,0.09350748155266046,0.0
3360,1209960,409,-0.7886114,0.8487023770809173,-0.00716407299041748,0.07439923705533147,0.0
3380,1217160,409,-0.9724289899999999,0.7029245316982269,-0.0031805641949176787,0.009393459977582097,0.0
3400,1224360,409,-0.9788904600000001,0.8317907452583313,-0.0061535491608083245,0.00548389651812613,0.0
3420,1231560,409,-1.14693183,0.7272232294082641,0.00251811221241951,0.08466471354477108,0.0
3440,1238760,409,-0.7173238700000002,0.8699951112270355,-9.495727717876435e-05,0.10421926341950893,0.0
3460,1245960,409,-0.16710259999999993,0.8275146842002868,-0.0016007166123017669,0.031412113923579454,0.0
3480,1253160,410,-0.8635797599999999,0.9541944861412048,3.457516431808472e-05,0.05190954990684986,0.0
3500,1260360,410,-1.85471498,0.5418460428714752,-0.0028097890317440033,0.1754871629178524,0.0
3520,1267560,409,-1.1826348800000002,0.7122487246990203,-0.005667742714285851,0.24561543613672257,0.0
3540,1274760,409,-0.8078042,0.7983416318893433,-0.0031239865347743034,0.023416864033788443,0.0
3560,1281960,409,-1.09559968,0.6666798889636993,-0.002909887582063675,0.023516029864549638,0.0
3580,1289160,409,-1.09530357,0.6954844653606415,-0.0037831882349564695,0.03353001605719328,0.0
3600,1296360,410,-1.27263392,0.5370343089103699,-0.004382676072418689,0.03504914967343211,0.0
3620,1303560,410,-1.2136447399999999,0.7655088663101196,-0.004152238741517067,0.00938928236719221,0.0
3640,1310760,410,-0.75437516,0.5157797753810882,-0.002663488034158945,0.14558639600872994,0.0
3660,1317960,410,-0.19011396000000003,0.8570925831794739,-0.0021258339285850523,0.032364274468272926,0.0
3680,1325160,410,-0.75649603,0.7641996681690216,-0.003184583783149719,0.03439263328909874,0.0
3700,1332360,410,-0.9687853699999998,0.7956572234630584,-0.0032036855816841127,0.08419607821851968,0.0
3720,1339560,410,-0.7352479599999999,0.7333874702453613,-0.004854562878608704,0.029379190877079964,0.0
3740,1346760,410,-0.7779115299999999,0.6063371002674103,-0.003551914915442467,0.08765105362981558,0.0
3760,1353960,410,-1.1179000300000002,0.6220466792583466,-0.0013998840004205704,0.009556855587288738,0.0
3780,1361160,410,-0.9134332300000001,0.5837739616632461,-0.002281287498772144,0.0237072721356526,0.0
3800,1368360,410,-0.82139957,0.5597793072462082,-0.000912768766283989,0.048167817667126654,0.0
3820,1375560,410,-0.31959046,0.6849484801292419,-0.002640029834583402,0.06645964456256478,0.0
3840,1382760,410,-0.59513924,0.7547214806079865,-0.001267019659280777,0.07831829332280904,0.0
3860,1389960,410,-0.7511642099999999,0.5579170614480973,-0.0026513606309890745,0.04849345274269581,0.0
3880,1397160,410,-0.6335963499999999,0.7221819818019867,-0.003920465509872883,0.02130171498283744,0.0
3900,1404360,410,-1.0628175000000002,0.6679138600826263,-0.0036637984216213227,0.062320171110332015,0.0
3920,1411560,410,-1.0422010600000002,0.9748029291629792,-0.0010786216240376233,0.01958399887662381,0.0
3940,1418760,410,-1.02866214,0.8848931849002838,0.000277593731880188,0.07788863987661898,0.0
3960,1425960,410,-1.6334431599999997,0.7859785079956054,-0.006021130486624315,0.010926948813721537,0.0
3980,1433160,410,-1.45467851,0.7347360551357269,-0.003159135580062866,0.03775975238531828,0.0
4000,1440360,410,-1.0396372,0.7140026569366456,-0.009444476664066314,0.05283011198043823,0.0
4020,1447560,409,-0.3403138500000001,0.7724561750888824,-0.003747733496129513,0.1742402020841837,0.0
4040,1454760,409,0.25752207,0.637744015455246,-0.000856521725654602,0.19426550306379795,0.0
4060,1461960,409,-0.41410549,0.7182716727256775,-0.002045687846839428,0.16793697252869605,0.0
4080,1469160,410,-0.7619768799999999,0.8219953536987304,-0.0036778367590159177,0.014862989541143179,0.0
4100,1476360,410,-0.9891470700000002,0.7508070051670075,-0.0013401873409748077,0.007521589915268123,0.0
4120,1483560,410,-0.6504429,0.5049036502838135,0.000983087532222271,0.06233639679849148,0.0
4140,1490760,410,-0.5414287,0.6000626862049103,0.0032289342023432257,0.07501320205628872,0.0
4160,1497960,410,-0.60406098,0.6512727320194245,0.0008998045697808266,0.07470580786466599,0.0
4180,1505160,410,-0.26262751000000006,0.6650266528129578,-0.004857620783150196,0.14747777804732323,0.0
4200,1512360,410,-0.5216780599999999,0.6560568749904633,-0.0016138888895511627,0.040197222889401016,0.0
4220,1519560,410,-0.5490241499999999,0.7048742949962616,-0.0030768133699893953,0.025114350486546755,0.0
4240,1526760,410,0.040400189999999954,0.6533865749835968,1.9885599613189696e-06,0.13777656499296426,0.0
4260,1533960,410,-0.13553504000000008,0.6033723622560501,-0.00797084327787161,0.10922003611922264,0.0
4280,1541160,410,-0.34386121,0.4295576810836792,-0.003998940996825695,0.050453133136034015,0.0
4300,1548360,410,-0.55899345,0.24410128444433213,-0.005664363875985146,0.042648148350417615,0.0
4320,1555560,410,-0.5411555299999999,0.47250195145606994,-0.008033137023448943,0.03883985849097371,0.0
4340,1562760,410,-0.43175961,0.7779493272304535,-5.136094987392426e-05,0.10340097770094872,0.0
4360,1569960,410,-0.7530354,0.47463289797306063,-0.005904704588465393,0.07561628427356482,0.0
4380,1577160,410,-0.49831534999999993,0.4846849650144577,-0.007781370729207993,0.12916987314820289,0.0
4400,1584360,410,-0.45519846999999997,0.792725533246994,-0.0027178093791007996,0.06533960234373808,0.0
4420,1591560,410,0.07609558000000005,0.566894668340683,-0.002598858205601573,0.20743882544338704,0.0
4440,1598760,410,0.11342160000000004,0.6875481247901917,-0.003297083079814911,0.2141097292304039,0.0
4460,1605960,410,-0.052761930000000026,0.8929572403430939,-0.00242421165748965,0.07354947514832019,0.0
4480,1613160,410,-0.68697096,0.838825237751007,-0.0025616943836212157,0.06346500590443611,0.0
4500,1620360,410,-0.9030401200000001,0.7171471834182739,-0.003835759311914444,0.11274624783545732,0.0
4520,1627560,410,-0.24386644999999996,0.9172328412532806,-0.004645582754164934,0.17813639342784882,0.0
4540,1634760,410,-0.17136063,0.9013359308242798,-0.005993784964084625,0.057841492583975196,0.0
4560,1641960,410,0.09472233000000002,0.6590044736862183,-0.0043040330987423655,0.09994159420020879,0.0
4580,1649160,410,-0.15936414999999995,0.6536761462688446,-0.004113685339689255,0.03255979493260384,0.0
4600,1656360,410,-0.5505970099999999,0.5004549026489258,-0.0007147207856178283,0.14309696517884732,0.0
4620,1663560,410,-0.1767545799999999,0.6038300514221191,0.001356598734855652,0.10635841935873032,0.0
4640,1670760,410,0.12765406999999995,0.6855378448963165,-0.0058301351964473724,0.04311959631741047,0.0
4660,1677960,410,-0.44837330999999997,0.7388873994350433,-0.0040775656700134276,0.12268492211587727,0.0
4680,1685160,410,-1.14145955,0.5812254875898362,-0.0017570555210113525,0.020816153055056928,0.0
4700,1692360,410,-1.34111214,0.7631649672985077,-0.010131875704973935,0.11915243305265903,0.0
4720,1699560,410,-0.5664627200000001,0.6773461759090423,-0.0025421647354960442,0.07512926533818245,0.0
4740,1706760,410,-0.36559713999999993,0.7142152667045594,-0.00574018694460392,0.04588477611541748,0.0
4760,1713960,410,-0.40162895000000004,0.8961404442787171,-0.0071061024442315105,0.03769308803603053,0.0
4780,1721160,410,-0.87534509,0.6473341584205627,-0.00536863375455141,0.11146573536098003,0.0
4800,1728360,410,-1.07100609,0.8761762976646423,-0.008608382940292359,0.011323591601103545,0.0
4820,1735560,410,-0.9664144699999997,0.7849417328834534,-0.005877936910837889,0.01973727724980563,0.0
4840,1742760,410,0.1314932699999999,0.8579958200454711,-0.0076239630579948425,0.05649416521191597,0.0
4860,1749960,410,0.010280819999999984,0.7511702001094818,-0.009717663750052452,0.09306543879210949,0.0
4880,1757160,410,-0.31555304999999995,0.5624372243881226,-0.01281847208738327,0.2110713128000498,0.0
4900,1764360,410,0.20187910000000006,0.7862611293792725,-0.0023755265399813654,0.3182115234434605,0.0
4920,1771560,410,-0.14145267,0.9633993029594421,-0.008691113442182541,0.0687881400808692,0.0
4940,1778760,410,-0.4447261100000002,0.7800708055496216,-0.003599557839334011,0.10318351797759533,0.0
4960,1785960,410,-0.47611231000000004,0.8935610830783844,-0.003909217193722725,0.05289428923279047,0.0
4980,1793160,410,-0.09371361,0.6371090471744537,-0.005435125902295113,0.06802572784945368,0.0
5000,1800360,410,0.54829082,0.5854324400424957,-0.005712622037390247,0.10697454521432519,0.0
5020,1807560,410,-0.023367440000000038,0.751401275396347,-0.007259988784790039,0.07555611515417696,0.0
5040,1814760,410,-0.34500089,0.7152397215366364,-0.0073383480310440065,0.020146464288700372,0.0
5060,1821960,410,-1.11975981,0.6233442544937133,-0.003962033241987228,0.0936874870210886,0.0
5080,1829160,410,-1.1468610599999998,0.612261313199997,-0.005697454512119293,0.03902438199147582,0.0
5100,1836360,410,-0.92338377,0.5849614888429642,-0.0046607558615505695,0.03511635465547443,0.0
5120,1843560,410,-0.4690191,0.4929531395435333,-0.007388850022107363,0.0404718292877078,0.0
5140,1850760,411,-0.43356961,0.692660677433014,0.00033346116542816163,0.07523490190505981,0.0
5160,1857960,411,-0.36888026,0.6827795028686523,-0.009230831265449524,0.04241415522992611,0.0
5180,1865160,411,-0.6225184600000001,0.5785667687654495,0.001193135231733322,0.10259102620184421,0.0
5200,1872360,410,-0.4540247,0.5752639442682266,-0.010880278551485389,0.12565049305558204,0.0
5220,1879560,411,-0.026289460000000008,0.5073615819215774,-0.0027578804641962052,0.1092728259973228,0.0
5240,1886760,410,-0.50203192,0.4906438261270523,0.0006585135290151812,0.26422952450811865,0.0
5260,1893960,411,-0.7072738600000001,0.5649135887622834,-0.008044936461374164,0.03137261848896742,0.0
5280,1901160,411,-0.17130774000000007,0.5147638440132141,-0.0013476342661306261,0.10849976986646652,0.0
5300,1908360,410,0.06795785999999998,0.5090703427791595,-0.007181908935308456,0.05894362479448319,0.0
5320,1915560,410,-0.21181239999999998,0.3963567793369293,0.000640646368265152,0.16296124029904605,0.0
5340,1922760,410,0.27511658000000005,0.5506481230258942,-0.008005870133638382,0.11959031410515308,0.0
5360,1929960,410,0.7598201899999998,0.39296726882457733,-0.007349856942892074,0.23030518218874932,0.0
5380,1937160,410,0.51509686,0.5190718173980713,-0.0050959792919456955,0.07562798522412777,0.0
5400,1944360,411,0.3933293799999999,0.47604148685932157,-0.010100143402814865,0.05760519988834858,0.0
5420,1951560,411,-0.048405510000000034,0.46247548460960386,-0.004698998481035233,0.025307236425578594,0.0
5440,1958760,411,0.38748065,0.3380535379052162,-0.005247121141292155,0.06104651503264904,0.0
5460,1965960,411,1.0873604199999998,0.40317092537879945,-0.002384594455361366,0.137702839076519,0.0
5480,1973160,411,0.7748399300000002,0.3928803950548172,-0.00426206886768341,0.04788475278764963,0.0
5500,1980360,411,0.70703381,0.41011731922626493,-0.0050659868866205215,0.047396264784038064,0.0
5520,1987560,411,0.4694425,0.3481140971183777,-0.005830009281635284,0.06844599526375532,0.0
5540,1994760,411,0.5211877399999999,0.28433984220027925,-0.004018993210047483,0.04015292692929506,0.0
5560,2001960,411,0.58668978,0.33594864010810854,-0.00400429517030716,0.0892863966524601,0.0
5580,2009160,411,0.57552419,0.27401331812143326,-0.0051493339240551,0.062243754416704176,0.0
5600,2016360,411,0.41979504000000006,0.2721906825900078,-0.0027560414397157728,0.027509522810578346,0.0
5620,2023560,411,0.63792457,0.36996968537569047,-0.006916967034339905,0.05102161001414061,0.0
