epoch,loss,act_loss,kl_loss,beta
1,18.128678422421217,18.12645100057125,0.0022274026305240113,5e-07
2,16.524125488474965,16.52152510918677,0.0026003607240454585,5e-07
3,13.674840044230223,13.672077098861337,0.0027629456922113604,5e-07
4,7.588312640786171,7.585469892248511,0.0028427437537175138,5e-07
5,4.897933144122362,4.8949687564745545,0.0029643986877090356,5e-07
6,3.9104273444972932,3.9075058856979012,0.002921460700690659,5e-07
7,3.557883389759809,3.5549748563207686,0.002908536973336595,5e-07
8,3.3810286200605333,3.378146992996335,0.0028816356993957015,5e-07
9,3.2980895466171205,3.295202239882201,0.0028873075793853786,5e-07
10,3.2407055534422398,3.2378439088352025,0.0028616482027246093,5e-07
11,3.2044077632017434,3.2015468776226044,0.0028608860593521968,5e-07
12,3.180680777877569,3.1778458175249398,0.0028349531198728073,5e-07
13,3.159113686066121,3.1562962038442492,0.0028174780422887125,5e-07
14,3.1405215840786695,3.1377009521238506,0.002820628355948429,5e-07
15,3.125483386684209,3.1226503388024867,0.002833050078152155,5e-07
16,3.105162362102419,3.102357945404947,0.0028044158198099467,5e-07
17,3.106946687679738,3.1041529797948897,0.002793711503272789,5e-07
18,3.0827852468937635,3.0799828795716166,0.0028023692557326285,5e-07
19,3.094025729689747,3.091244143433869,0.002781580064947775,5e-07
20,3.069658142514527,3.0668714861385524,0.0027866522464137233,5e-07
21,3.059863193426281,3.057084417436272,0.0027787743188127934,5e-07
22,3.0657352856360376,3.06297767162323,0.002757612622644956,5e-07
23,3.0411363979801536,3.0383673473261297,0.0027690498427546117,5e-07
24,3.0503087239339948,3.0475531234405935,0.0027556021836971922,5e-07
25,3.0263394229114056,3.0235751192085445,0.0027643022249321803,5e-07
26,3.035530425142497,3.0327819185331464,0.0027484999391163,5e-07
27,3.01742673991248,3.0146791473962367,0.0027475939555188233,5e-07
28,3.0158013296313584,3.0130517361685634,0.002749594149463519,5e-07
29,3.0135289444588125,3.010785157326609,0.0027437865187494026,5e-07
30,3.003321824129671,3.000574642792344,0.0027471846287880908,5e-07
31,3.009754884056747,3.007013246882707,0.0027416371003710083,5e-07
32,3.002259936183691,2.9995156223885715,0.0027443103303994576,5e-07
33,2.9980621305294335,2.995321173220873,0.002740959195762116,5e-07
34,2.9871642412617803,2.9844221137464046,0.002742124113410682,5e-07
35,2.9874208103865385,2.98467774130404,0.0027430694258328003,5e-07
36,2.993094011209905,2.990362399723381,0.002731614646563685,5e-07
37,2.984837541822344,2.982101010158658,0.0027365335431568383,5e-07
38,2.97950839670375,2.976758469361812,0.0027499260495460476,5e-07
39,2.973843369167298,2.9710986739955842,0.0027446968856565945,5e-07
40,2.9742631926201284,2.971522070467472,0.002741118591529812,5e-07
41,2.968695619609207,2.965963658876717,0.002731956639308919,5e-07
42,2.960845660418272,2.9581098398193717,0.002735820199632144,5e-07
43,2.963452497497201,2.9607194513082504,0.0027330484681442613,5e-07
44,2.9616610971279442,2.9589280243963003,0.0027330704992891697,5e-07
45,2.948119467590004,2.9453733642585576,0.00274610268388642,5e-07
46,2.9569867751561105,2.9542530537582934,0.0027337178285051777,5e-07
47,2.949986642692238,2.94725231686607,0.00273432357744241,5e-07
48,2.951614813413471,2.948872748762369,0.0027420668152444705,5e-07
49,2.942556280642748,2.9398150788620114,0.002741200112268416,5e-07
50,2.947234022896737,2.944493615999818,0.0027404098213992256,5e-07
51,2.933145564980805,2.9304071967490017,0.002738369008511654,5e-07
52,2.940437071956694,2.937697846442461,0.0027392195706852362,5e-07
53,2.9381267074495554,2.935380646493286,0.0027460671376502432,5e-07
54,2.9409066075459123,2.938166076783091,0.0027405335072216985,5e-07
55,2.927530329208821,2.924783411435783,0.002746919481069199,5e-07
56,2.929518720600754,2.926772843580693,0.00274588056072389,5e-07
57,2.920659671071917,2.9179109036922455,0.0027487715697134263,5e-07
58,2.929755770601332,2.927005839534104,0.002749930895788566,5e-07
59,2.924650603439659,2.9218987957574427,0.0027518028750819212,5e-07
60,2.9162075696513057,2.9134610425680876,0.0027465238790682633,5e-07
61,2.9146402846090496,2.9118778598494828,0.0027624256490526022,5e-07
62,2.910100025590509,2.9073468381538987,0.0027531863702279225,5e-07
63,2.913663601037115,2.9109043292701244,0.002759275046628318,5e-07
64,2.909193819388747,2.906432054936886,0.002761765670584282,5e-07
65,2.9010795331560075,2.898320724721998,0.0027588078100961866,5e-07
66,2.899428390432149,2.8966696187853813,0.0027587682911871525,5e-07
67,2.9101739460602403,2.907410027924925,0.002763916953426815,5e-07
68,2.889425436966121,2.8866615504957736,0.002763888301615225,5e-07
69,2.8968364209868014,2.8940848913043737,0.0027515316673998313,5e-07
70,2.897517097648233,2.89474526187405,0.0027718346691472107,5e-07
71,2.8831552756018937,2.8803912308067083,0.0027640433577289514,5e-07
72,2.8875086060725152,2.884746022056788,0.0027625880957202753,5e-07
73,2.887943994253874,2.8851781678386033,0.0027658247763611143,5e-07
74,2.883885203395039,2.881122904829681,0.0027622959914879175,5e-07
75,2.8743230062536895,2.8715661512687802,0.0027568578157115553,5e-07
76,2.873947680927813,2.8711834773421288,0.002764203518836439,5e-07
77,2.8783045182935894,2.875550522003323,0.0027539933962543728,5e-07
78,2.8758505936712027,2.873076538089663,0.0027740578407247085,5e-07
79,2.8711166186258197,2.868351489305496,0.0027651290265566786,5e-07
80,2.859071611892432,2.856304447632283,0.0027671622879097413,5e-07
81,2.8565433020703495,2.8537691957317293,0.0027741041726585536,5e-07
82,2.868912009522319,2.866135864518583,0.0027761396272580896,5e-07
83,2.8545767604373395,2.8518068343400955,0.002769926305518311,5e-07
84,2.859466565772891,2.856688855215907,0.002777705938569852,5e-07
85,2.847305665258318,2.84452903829515,0.0027766306798184814,5e-07
86,2.851851753424853,2.8490703934803605,0.0027813562965093297,5e-07
87,2.856112969573587,2.8533385419286788,0.0027744313961193257,5e-07
88,2.8542674710042775,2.8515003859065473,0.002767090289580665,5e-07
89,2.847826773300767,2.8450497882440686,0.0027769856310442265,5e-07
90,2.8460276457481086,2.8432505247183144,0.002777127985154948,5e-07
91,2.8402114403434098,2.8374277343973517,0.0027837091515721113,5e-07
92,2.83944489993155,2.8366599115543067,0.0027849895309373096,5e-07
93,2.837808098178357,2.835014784242958,0.0027933146284340182,5e-07
94,2.8390821353532374,2.836298087146133,0.00278404955224687,5e-07
95,2.8417138317599893,2.8389289658516645,0.002784864190743974,5e-07
96,2.8266390836797655,2.8238551267422736,0.002783957914743951,5e-07
97,2.8342704088427126,2.8314687120728195,0.002801696941787668,5e-07
98,2.8239741837605834,2.821173335891217,0.0028008503722958267,5e-07
99,2.8247642535716295,2.821968904696405,0.0027953470985266904,5e-07
100,2.8220087001100183,2.8191961660049856,0.0028125334297328664,5e-07
101,2.844255701173097,2.8414630205370486,0.0027926810980716255,5e-07
102,2.8126347679644823,2.8098341431468725,0.002800622620725335,5e-07
103,2.8200059556402266,2.817214707378298,0.002791241980958148,5e-07
104,2.8093384648673236,2.8065300206653774,0.0028084471218789986,5e-07
